Date,State,City,Regular,Mid-Grade,Premium,Diesel
2023-12-12,Alabama,Anniston-Oxford,2.749,3.069,3.452,3.804
2024-11-12,Alabama,Anniston-Oxford,2.781,3.097,3.497,3.267
2024-12-05,Alabama,Anniston-Oxford,2.766,3.194,3.596,3.335
2024-12-11,Alabama,Anniston-Oxford,2.718,3.082,3.550,3.312
2024-12-12,Alabama,Anniston-Oxford,2.709,3.079,3.504,3.292
2023-12-12,Alabama,Auburn,2.746,3.071,3.418,3.744
2024-11-12,Alabama,Auburn,2.723,3.123,3.471,3.296
2024-12-05,Alabama,Auburn,2.724,3.128,3.551,3.277
2024-12-11,Alabama,Auburn,2.658,3.043,3.474,3.248
2024-12-12,Alabama,Auburn,2.654,2.987,3.433,3.263
2023-12-12,Alabama,Birmingham,2.776,3.207,3.582,3.854
2024-11-12,Alabama,Birmingham,2.780,3.250,3.637,3.357
2024-12-05,Alabama,Birmingham,2.757,3.233,3.622,3.394
2024-12-11,Alabama,Birmingham,2.716,3.197,3.584,3.368
2024-12-12,Alabama,Birmingham,2.710,3.173,3.580,3.376
2023-12-12,Alabama,Daphne-Fairhope-Foley,2.729,3.113,3.461,3.683
2024-11-12,Alabama,Daphne-Fairhope-Foley,2.756,3.173,3.533,3.259
2024-12-05,Alabama,Daphne-Fairhope-Foley,2.747,3.182,3.565,3.248
2024-12-11,Alabama,Daphne-Fairhope-Foley,2.700,3.139,3.512,3.221
2024-12-12,Alabama,Daphne-Fairhope-Foley,2.704,3.159,3.538,3.219
2023-12-12,Alabama,Decatur,2.728,3.150,3.516,3.783
2024-11-12,Alabama,Decatur,2.741,3.117,3.515,3.266
2024-12-05,Alabama,Decatur,2.681,3.117,3.510,3.248
2024-12-11,Alabama,Decatur,2.663,3.078,3.481,3.222
2024-12-12,Alabama,Decatur,2.662,3.077,3.483,3.209
2023-12-12,Alabama,Dothan,2.829,3.189,3.601,3.893
2024-11-12,Alabama,Dothan,2.844,3.230,3.592,3.493
2024-12-05,Alabama,Dothan,2.842,3.232,3.588,3.546
2024-12-11,Alabama,Dothan,2.784,3.217,3.547,3.529
2024-12-12,Alabama,Dothan,2.778,3.181,3.532,3.529
2023-12-12,Alabama,Florence-Muscle Shoals,2.747,3.170,3.521,3.922
2024-11-12,Alabama,Florence-Muscle Shoals,2.752,3.163,3.523,3.254
2024-12-05,Alabama,Florence-Muscle Shoals,2.783,3.211,3.634,3.280
2024-12-11,Alabama,Florence-Muscle Shoals,2.686,3.090,3.442,3.254
2024-12-12,Alabama,Florence-Muscle Shoals,2.672,3.054,3.443,3.233
2023-12-12,Alabama,Gadsden,2.641,3.006,3.441,3.796
2024-11-12,Alabama,Gadsden,2.636,3.066,3.488,3.279
2024-12-05,Alabama,Gadsden,2.717,3.129,3.520,3.300
2024-12-11,Alabama,Gadsden,2.664,3.069,3.534,3.275
2024-12-12,Alabama,Gadsden,2.646,3.047,3.493,3.263
2023-12-12,Alabama,Huntsville,2.798,3.192,3.554,3.853
2024-11-12,Alabama,Huntsville,2.832,3.236,3.631,3.397
2024-12-05,Alabama,Huntsville,2.788,3.235,3.604,3.385
2024-12-11,Alabama,Huntsville,2.747,3.137,3.547,3.341
2024-12-12,Alabama,Huntsville,2.741,3.153,3.544,3.351
2023-12-12,Alabama,Mobile,2.780,3.261,3.638,3.733
2024-11-12,Alabama,Mobile,2.707,3.128,3.473,3.267
2024-12-05,Alabama,Mobile,2.712,3.177,3.533,3.288
2024-12-11,Alabama,Mobile,2.667,3.124,3.454,3.272
2024-12-12,Alabama,Mobile,2.670,3.123,3.487,3.273
2023-12-12,Alabama,Montgomery,2.816,3.253,3.678,3.864
2024-11-12,Alabama,Montgomery,2.775,3.224,3.640,3.293
2024-12-05,Alabama,Montgomery,2.768,3.246,3.654,3.316
2024-12-11,Alabama,Montgomery,2.725,3.186,3.595,3.297
2024-12-12,Alabama,Montgomery,2.716,3.161,3.577,3.284
2023-12-12,Alabama,Russell County,2.799,3.291,3.564,4.028
2024-11-12,Alabama,Russell County,2.740,3.178,3.511,3.415
2024-12-05,Alabama,Russell County,2.745,3.179,3.560,3.439
2024-12-11,Alabama,Russell County,2.747,3.230,3.598,3.451
2024-12-12,Alabama,Russell County,2.742,3.198,3.565,3.451
2023-12-12,Alabama,Tuscaloosa,2.747,3.153,3.574,3.795
2024-11-12,Alabama,Tuscaloosa,2.752,3.197,3.605,3.285
2024-12-05,Alabama,Tuscaloosa,2.719,3.165,3.591,3.286
2024-12-11,Alabama,Tuscaloosa,2.701,3.153,3.558,3.262
2024-12-12,Alabama,Tuscaloosa,2.697,3.150,3.543,3.254
2023-12-12,Alaska,Anchorage,3.750,4.047,4.262,4.177
2024-11-12,Alaska,Anchorage,3.546,3.825,4.090,3.623
2024-12-05,Alaska,Anchorage,3.403,3.711,3.941,3.572
2024-12-11,Alaska,Anchorage,3.364,3.679,3.889,3.562
2024-12-12,Alaska,Anchorage,3.353,3.679,3.898,3.561
2023-12-12,Alaska,Fairbanks,3.654,3.851,4.005,4.109
2024-11-12,Alaska,Fairbanks,3.476,3.736,3.949,3.736
2024-12-05,Alaska,Fairbanks,3.388,3.629,3.817,3.631
2024-12-11,Alaska,Fairbanks,3.327,3.615,3.781,3.606
2024-12-12,Alaska,Fairbanks,3.306,3.602,3.771,3.609
2023-12-12,Alaska,Juneau,3.975,4.199,3.969,4.587
2024-11-12,Alaska,Juneau,3.581,3.513,3.600,3.700
2024-12-05,Alaska,Juneau,3.579,3.499,3.625,3.688
2024-12-11,Alaska,Juneau,3.508,3.422,3.502,3.684
2024-12-12,Alaska,Juneau,3.418,3.377,3.472,3.515
2023-12-12,Arizona,East Valley,3.328,3.687,3.960,4.067
2024-11-12,Arizona,East Valley,3.258,3.598,3.917,3.504
2024-12-05,Arizona,East Valley,3.255,3.611,3.943,3.474
2024-12-11,Arizona,East Valley,3.235,3.586,3.915,3.471
2024-12-12,Arizona,East Valley,3.231,3.572,3.917,3.468
2023-12-12,Arizona,Flagstaff,3.615,3.857,4.099,4.313
2024-11-12,Arizona,Flagstaff,3.303,3.619,3.939,3.583
2024-12-05,Arizona,Flagstaff,3.208,3.488,3.860,3.602
2024-12-11,Arizona,Flagstaff,3.173,3.443,3.774,3.577
2024-12-12,Arizona,Flagstaff,3.172,3.437,3.780,3.554
2023-12-12,Arizona,Glendale,3.232,3.581,3.867,4.035
2024-11-12,Arizona,Glendale,3.061,3.374,3.702,3.474
2024-12-05,Arizona,Glendale,3.227,3.592,3.889,3.491
2024-12-11,Arizona,Glendale,3.165,3.496,3.831,3.457
2024-12-12,Arizona,Glendale,3.170,3.502,3.819,3.434
2023-12-12,Arizona,Lake Havasu-Kingman,3.570,3.739,4.029,4.340
2024-11-12,Arizona,Lake Havasu-Kingman,3.138,3.397,3.726,3.532
2024-12-05,Arizona,Lake Havasu-Kingman,3.099,3.341,3.693,3.536
2024-12-11,Arizona,Lake Havasu-Kingman,3.054,3.329,3.648,3.541
2024-12-12,Arizona,Lake Havasu-Kingman,3.050,3.307,3.683,3.536
2023-12-12,Arizona,Peoria,3.379,3.675,4.030,4.061
2024-11-12,Arizona,Peoria,3.117,3.464,3.783,3.508
2024-12-05,Arizona,Peoria,3.243,3.605,3.914,3.494
2024-12-11,Arizona,Peoria,3.175,3.519,3.848,3.482
2024-12-12,Arizona,Peoria,3.178,3.518,3.854,3.497
2023-12-12,Arizona,Phoenix Proper,3.249,3.599,3.888,4.048
2024-11-12,Arizona,Phoenix Proper,3.136,3.467,3.790,3.539
2024-12-05,Arizona,Phoenix Proper,3.243,3.593,3.909,3.554
2024-12-11,Arizona,Phoenix Proper,3.198,3.538,3.855,3.520
2024-12-12,Arizona,Phoenix Proper,3.181,3.520,3.846,3.518
2023-12-12,Arizona,Phoenix-Mesa,3.293,3.639,3.925,4.079
2024-11-12,Arizona,Phoenix-Mesa,3.196,3.531,3.855,3.544
2024-12-05,Arizona,Phoenix-Mesa,3.235,3.585,3.907,3.541
2024-12-11,Arizona,Phoenix-Mesa,3.198,3.542,3.862,3.518
2024-12-12,Arizona,Phoenix-Mesa,3.187,3.528,3.856,3.516
2023-12-12,Arizona,Pima County,2.927,3.235,3.518,4.001
2024-11-12,Arizona,Pima County,3.128,3.471,3.794,3.437
2024-12-05,Arizona,Pima County,3.049,3.382,3.707,3.501
2024-12-11,Arizona,Pima County,3.029,3.368,3.686,3.464
2024-12-12,Arizona,Pima County,3.017,3.344,3.671,3.460
2023-12-12,Arizona,Prescott,3.494,3.813,4.137,4.215
2024-11-12,Arizona,Prescott,3.282,3.582,3.886,3.506
2024-12-05,Arizona,Prescott,3.240,3.566,3.838,3.470
2024-12-11,Arizona,Prescott,3.224,3.495,3.828,3.496
2024-12-12,Arizona,Prescott,3.216,3.494,3.836,3.458
2023-12-12,Arizona,Scottsdale,3.529,3.890,4.131,4.339
2024-11-12,Arizona,Scottsdale,3.364,3.688,3.991,3.724
2024-12-05,Arizona,Scottsdale,3.318,3.653,3.958,3.716
2024-12-11,Arizona,Scottsdale,3.290,3.615,3.905,3.708
2024-12-12,Arizona,Scottsdale,3.265,3.595,3.884,3.693
2023-12-12,Arizona,Sierra Vista-Douglas,3.437,3.791,4.056,4.198
2024-11-12,Arizona,Sierra Vista-Douglas,3.243,3.536,3.828,3.573
2024-12-05,Arizona,Sierra Vista-Douglas,3.209,3.514,3.805,3.540
2024-12-11,Arizona,Sierra Vista-Douglas,3.210,3.496,3.800,3.553
2024-12-12,Arizona,Sierra Vista-Douglas,3.215,3.517,3.806,3.536
2023-12-12,Arizona,Tucson,2.928,3.238,3.523,4.001
2024-11-12,Arizona,Tucson,3.133,3.478,3.802,3.454
2024-12-05,Arizona,Tucson,3.048,3.388,3.712,3.507
2024-12-11,Arizona,Tucson,3.031,3.374,3.692,3.470
2024-12-12,Arizona,Tucson,3.019,3.352,3.678,3.467
2023-12-12,Arizona,West Valley,3.278,3.614,3.929,4.047
2024-11-12,Arizona,West Valley,3.067,3.401,3.722,3.482
2024-12-05,Arizona,West Valley,3.224,3.594,3.892,3.477
2024-12-11,Arizona,West Valley,3.156,3.497,3.828,3.458
2024-12-12,Arizona,West Valley,3.160,3.501,3.825,3.446
2023-12-12,Arizona,Yuma,3.472,3.864,4.101,4.541
2024-11-12,Arizona,Yuma,3.155,3.468,3.765,3.391
2024-12-05,Arizona,Yuma,3.155,3.474,3.785,3.400
2024-12-11,Arizona,Yuma,3.156,3.470,3.771,3.394
2024-12-12,Arizona,Yuma,3.156,3.469,3.788,3.397
2023-12-12,Arkansas,Fayetteville-Springdale-Rogers,2.570,2.927,3.226,3.628
2024-11-12,Arkansas,Fayetteville-Springdale-Rogers,2.628,2.979,3.312,3.063
2024-12-05,Arkansas,Fayetteville-Springdale-Rogers,2.568,2.941,3.242,3.035
2024-12-11,Arkansas,Fayetteville-Springdale-Rogers,2.549,2.921,3.232,3.005
2024-12-12,Arkansas,Fayetteville-Springdale-Rogers,2.537,2.928,3.226,2.984
2023-12-12,Arkansas,Fort Smith (AR only),2.694,3.090,3.435,3.840
2024-11-12,Arkansas,Fort Smith (AR only),2.633,2.971,3.374,3.187
2024-12-05,Arkansas,Fort Smith (AR only),2.533,2.907,3.293,3.119
2024-12-11,Arkansas,Fort Smith (AR only),2.520,2.873,3.284,3.080
2024-12-12,Arkansas,Fort Smith (AR only),2.508,2.887,3.276,3.070
