Date,State,City,Regular,Mid-Grade,Premium,Diesel
2024-01-12,Alabama,Anniston-Oxford,2.752,3.123,3.482,3.700
2024-12-12,Alabama,Anniston-Oxford,2.709,3.079,3.504,3.292
2025-01-05,Alabama,Anniston-Oxford,2.792,3.204,3.568,3.302
2025-01-11,Alabama,Anniston-Oxford,2.803,3.165,3.538,3.310
2025-01-12,Alabama,Anniston-Oxford,2.796,3.135,3.538,3.298
2024-01-12,Alabama,Auburn,2.790,3.191,3.552,3.675
2024-12-12,Alabama,Auburn,2.654,2.987,3.433,3.263
2025-01-05,Alabama,Auburn,2.677,3.072,3.458,3.302
2025-01-11,Alabama,Auburn,2.678,3.093,3.444,3.269
2025-01-12,Alabama,Auburn,2.680,3.054,3.463,3.254
2024-01-12,Alabama,Birmingham,2.819,3.260,3.648,3.757
2024-12-12,Alabama,Birmingham,2.710,3.173,3.580,3.376
2025-01-05,Alabama,Birmingham,2.764,3.218,3.623,3.380
2025-01-11,Alabama,Birmingham,2.755,3.213,3.624,3.391
2025-01-12,Alabama,Birmingham,2.754,3.186,3.582,3.370
2024-01-12,Alabama,Daphne-Fairhope-Foley,2.812,3.222,3.615,3.626
2024-12-12,Alabama,Daphne-Fairhope-Foley,2.704,3.159,3.538,3.219
2025-01-05,Alabama,Daphne-Fairhope-Foley,2.708,3.139,3.493,3.248
2025-01-11,Alabama,Daphne-Fairhope-Foley,2.736,3.149,3.530,3.264
2025-01-12,Alabama,Daphne-Fairhope-Foley,2.725,3.148,3.515,3.267
2024-01-12,Alabama,Decatur,2.752,3.201,3.591,3.720
2024-12-12,Alabama,Decatur,2.662,3.077,3.483,3.209
2025-01-05,Alabama,Decatur,2.707,3.117,3.505,3.256
2025-01-11,Alabama,Decatur,2.711,3.124,3.498,3.273
2025-01-12,Alabama,Decatur,2.700,3.113,3.452,3.269
2024-01-12,Alabama,Dothan,2.828,3.225,3.583,3.814
2024-12-12,Alabama,Dothan,2.778,3.181,3.532,3.529
2025-01-05,Alabama,Dothan,2.763,3.139,3.551,3.495
2025-01-11,Alabama,Dothan,2.767,3.175,3.614,3.505
2025-01-12,Alabama,Dothan,2.764,3.161,3.555,3.485
2024-01-12,Alabama,Florence-Muscle Shoals,2.720,3.105,3.474,3.619
2024-12-12,Alabama,Florence-Muscle Shoals,2.672,3.054,3.443,3.233
2025-01-05,Alabama,Florence-Muscle Shoals,2.795,3.202,3.595,3.248
2025-01-11,Alabama,Florence-Muscle Shoals,2.745,3.162,3.531,3.230
2025-01-12,Alabama,Florence-Muscle Shoals,2.741,3.148,3.521,3.252
2024-01-12,Alabama,Gadsden,2.700,3.097,3.504,3.689
2024-12-12,Alabama,Gadsden,2.646,3.047,3.493,3.263
2025-01-05,Alabama,Gadsden,2.740,3.160,3.559,3.287
2025-01-11,Alabama,Gadsden,2.707,3.145,3.493,3.309
2025-01-12,Alabama,Gadsden,2.704,3.102,3.495,3.336
2024-01-12,Alabama,Huntsville,2.810,3.224,3.588,3.747
2024-12-12,Alabama,Huntsville,2.741,3.153,3.544,3.351
2025-01-05,Alabama,Huntsville,2.761,3.153,3.531,3.323
2025-01-11,Alabama,Huntsville,2.766,3.172,3.568,3.332
2025-01-12,Alabama,Huntsville,2.759,3.130,3.516,3.304
2024-01-12,Alabama,Mobile,2.821,3.302,3.673,3.664
2024-12-12,Alabama,Mobile,2.670,3.123,3.487,3.273
2025-01-05,Alabama,Mobile,2.707,3.162,3.508,3.324
2025-01-11,Alabama,Mobile,2.707,3.132,3.488,3.337
2025-01-12,Alabama,Mobile,2.705,3.120,3.477,3.344
2024-01-12,Alabama,Montgomery,2.824,3.293,3.699,3.782
2024-12-12,Alabama,Montgomery,2.716,3.161,3.577,3.284
2025-01-05,Alabama,Montgomery,2.747,3.189,3.611,3.299
2025-01-11,Alabama,Montgomery,2.752,3.187,3.616,3.294
2025-01-12,Alabama,Montgomery,2.750,3.176,3.576,3.306
2024-01-12,Alabama,Russell County,2.805,3.191,3.544,3.897
2024-12-12,Alabama,Russell County,2.742,3.198,3.565,3.451
2025-01-05,Alabama,Russell County,2.704,3.184,3.490,3.360
2025-01-11,Alabama,Russell County,2.730,3.226,3.493,3.382
2025-01-12,Alabama,Russell County,2.736,3.209,3.548,3.365
2024-01-12,Alabama,Tuscaloosa,2.791,3.218,3.618,3.736
2024-12-12,Alabama,Tuscaloosa,2.697,3.150,3.543,3.254
2025-01-05,Alabama,Tuscaloosa,2.730,3.167,3.576,3.299
2025-01-11,Alabama,Tuscaloosa,2.725,3.158,3.541,3.328
2025-01-12,Alabama,Tuscaloosa,2.720,3.140,3.530,3.310
2024-01-12,Alaska,Anchorage,3.520,3.805,4.015,3.858
2024-12-12,Alaska,Anchorage,3.353,3.679,3.898,3.561
2025-01-05,Alaska,Anchorage,3.303,3.607,3.827,3.513
2025-01-11,Alaska,Anchorage,3.286,3.601,3.811,3.543
2025-01-12,Alaska,Anchorage,3.293,3.615,3.815,3.534
2024-01-12,Alaska,Fairbanks,3.513,3.640,3.887,4.027
2024-12-12,Alaska,Fairbanks,3.306,3.602,3.771,3.609
2025-01-05,Alaska,Fairbanks,3.222,3.448,3.641,3.575
2025-01-11,Alaska,Fairbanks,3.226,3.458,3.679,3.553
2025-01-12,Alaska,Fairbanks,3.236,3.466,3.675,3.539
2024-01-12,Alaska,Juneau,3.755,3.726,3.816,4.099
2024-12-12,Alaska,Juneau,3.418,3.377,3.472,3.515
2025-01-05,Alaska,Juneau,3.462,3.359,3.587,3.497
2025-01-11,Alaska,Juneau,3.335,3.364,3.454,3.495
2025-01-12,Alaska,Juneau,3.335,3.364,3.445,3.495
2024-01-12,Arizona,East Valley,3.211,3.560,3.868,3.869
2024-12-12,Arizona,East Valley,3.231,3.572,3.917,3.468
2025-01-05,Arizona,East Valley,3.122,3.461,3.796,3.409
2025-01-11,Arizona,East Valley,3.100,3.457,3.789,3.399
2025-01-12,Arizona,East Valley,3.095,3.451,3.789,3.401
2024-01-12,Arizona,Flagstaff,3.260,3.574,3.841,4.101
2024-12-12,Arizona,Flagstaff,3.172,3.437,3.780,3.554
2025-01-05,Arizona,Flagstaff,3.065,3.340,3.679,3.491
2025-01-11,Arizona,Flagstaff,3.118,3.358,3.666,3.521
2025-01-12,Arizona,Flagstaff,3.073,3.361,3.655,3.512
2024-01-12,Arizona,Glendale,3.175,3.530,3.788,3.848
2024-12-12,Arizona,Glendale,3.170,3.502,3.819,3.434
2025-01-05,Arizona,Glendale,3.011,3.348,3.681,3.353
2025-01-11,Arizona,Glendale,2.998,3.352,3.669,3.331
2025-01-12,Arizona,Glendale,2.994,3.356,3.678,3.343
2024-01-12,Arizona,Lake Havasu-Kingman,3.373,3.502,3.784,4.059
2024-12-12,Arizona,Lake Havasu-Kingman,3.050,3.307,3.683,3.536
2025-01-05,Arizona,Lake Havasu-Kingman,3.041,3.263,3.602,3.494
2025-01-11,Arizona,Lake Havasu-Kingman,3.058,3.325,3.641,3.559
2025-01-12,Arizona,Lake Havasu-Kingman,3.069,3.336,3.624,3.570
2024-01-12,Arizona,Peoria,3.280,3.631,3.913,3.895
2024-12-12,Arizona,Peoria,3.178,3.518,3.854,3.497
2025-01-05,Arizona,Peoria,3.027,3.401,3.718,3.373
2025-01-11,Arizona,Peoria,3.007,3.367,3.696,3.364
2025-01-12,Arizona,Peoria,3.010,3.373,3.699,3.380
2024-01-12,Arizona,Phoenix Proper,3.195,3.556,3.833,3.881
2024-12-12,Arizona,Phoenix Proper,3.181,3.520,3.846,3.518
2025-01-05,Arizona,Phoenix Proper,3.036,3.389,3.693,3.458
2025-01-11,Arizona,Phoenix Proper,3.036,3.399,3.701,3.428
2025-01-12,Arizona,Phoenix Proper,3.036,3.391,3.704,3.424
2024-01-12,Arizona,Phoenix-Mesa,3.217,3.567,3.853,3.893
2024-12-12,Arizona,Phoenix-Mesa,3.187,3.528,3.856,3.516
2025-01-05,Arizona,Phoenix-Mesa,3.066,3.411,3.729,3.443
2025-01-11,Arizona,Phoenix-Mesa,3.056,3.412,3.727,3.425
2025-01-12,Arizona,Phoenix-Mesa,3.054,3.409,3.727,3.426
2024-01-12,Arizona,Pima County,2.994,3.327,3.607,3.838
2024-12-12,Arizona,Pima County,3.017,3.344,3.671,3.460
2025-01-05,Arizona,Pima County,2.901,3.245,3.566,3.432
2025-01-11,Arizona,Pima County,3.015,3.363,3.681,3.430
2025-01-12,Arizona,Pima County,3.023,3.366,3.677,3.435
2024-01-12,Arizona,Prescott,3.266,3.540,3.792,3.958
2024-12-12,Arizona,Prescott,3.216,3.494,3.836,3.458
2025-01-05,Arizona,Prescott,3.194,3.408,3.767,3.466
2025-01-11,Arizona,Prescott,3.177,3.447,3.721,3.475
2025-01-12,Arizona,Prescott,3.175,3.443,3.732,3.487
2024-01-12,Arizona,Scottsdale,3.387,3.711,3.992,4.137
2024-12-12,Arizona,Scottsdale,3.265,3.595,3.884,3.693
2025-01-05,Arizona,Scottsdale,3.151,3.491,3.806,3.622
2025-01-11,Arizona,Scottsdale,3.173,3.504,3.817,3.595
2025-01-12,Arizona,Scottsdale,3.162,3.513,3.819,3.599
2024-01-12,Arizona,Sierra Vista-Douglas,3.225,3.553,3.824,4.082
2024-12-12,Arizona,Sierra Vista-Douglas,3.215,3.517,3.806,3.536
2025-01-05,Arizona,Sierra Vista-Douglas,3.154,3.451,3.784,3.537
2025-01-11,Arizona,Sierra Vista-Douglas,3.154,3.452,3.773,3.564
2025-01-12,Arizona,Sierra Vista-Douglas,3.154,3.453,3.766,3.575
2024-01-12,Arizona,Tucson,2.993,3.323,3.608,3.844
2024-12-12,Arizona,Tucson,3.019,3.352,3.678,3.467
2025-01-05,Arizona,Tucson,2.896,3.243,3.559,3.438
2025-01-11,Arizona,Tucson,3.007,3.358,3.675,3.435
2025-01-12,Arizona,Tucson,3.014,3.360,3.671,3.438
2024-01-12,Arizona,West Valley,3.204,3.579,3.835,3.859
2024-12-12,Arizona,West Valley,3.160,3.501,3.825,3.446
2025-01-05,Arizona,West Valley,3.007,3.367,3.684,3.349
2025-01-11,Arizona,West Valley,2.994,3.353,3.672,3.337
2025-01-12,Arizona,West Valley,2.991,3.358,3.677,3.343
2024-01-12,Arizona,Yuma,3.365,3.777,3.973,4.364
2024-12-12,Arizona,Yuma,3.156,3.469,3.788,3.397
2025-01-05,Arizona,Yuma,2.975,3.324,3.626,3.394
2025-01-11,Arizona,Yuma,2.946,3.279,3.582,3.413
2025-01-12,Arizona,Yuma,2.947,3.277,3.573,3.411
2024-01-12,Arkansas,Fayetteville-Springdale-Rogers,2.486,2.840,3.139,3.383
2024-12-12,Arkansas,Fayetteville-Springdale-Rogers,2.537,2.928,3.226,2.984
2025-01-05,Arkansas,Fayetteville-Springdale-Rogers,2.741,3.100,3.405,3.039
2025-01-11,Arkansas,Fayetteville-Springdale-Rogers,2.718,3.087,3.377,3.104
2025-01-12,Arkansas,Fayetteville-Springdale-Rogers,2.717,3.061,3.396,3.096
2024-01-12,Arkansas,Fort Smith (AR only),2.547,2.927,3.269,3.656
2024-12-12,Arkansas,Fort Smith (AR only),2.508,2.887,3.276,3.070
2025-01-05,Arkansas,Fort Smith (AR only),2.619,3.012,3.390,3.094
2025-01-11,Arkansas,Fort Smith (AR only),2.601,2.975,3.362,3.110
2025-01-12,Arkansas,Fort Smith (AR only),2.607,2.947,3.311,3.135
2024-01-12,Arkansas,Hot Springs,2.594,3.059,3.413,3.676
2024-12-12,Arkansas,Hot Springs,2.600,3.055,3.419,3.189
2025-01-05,Arkansas,Hot Springs,2.688,3.165,3.565,3.164
2025-01-11,Arkansas,Hot Springs,2.671,3.163,3.501,3.175
2025-01-12,Arkansas,Hot Springs,2.671,3.123,3.496,3.176
2024-01-12,Arkansas,Jonesboro,2.571,2.962,3.349,3.687
2024-12-12,Arkansas,Jonesboro,2.589,2.961,3.371,3.195
2025-01-05,Arkansas,Jonesboro,2.716,3.105,3.504,3.218
2025-01-11,Arkansas,Jonesboro,2.706,3.065,3.450,3.251
2025-01-12,Arkansas,Jonesboro,2.704,3.064,3.429,3.233
2024-01-12,Arkansas,Little Rock-North Little Rock,2.602,3.015,3.403,3.584
2024-12-12,Arkansas,Little Rock-North Little Rock,2.565,3.001,3.409,3.135
2025-01-05,Arkansas,Little Rock-North Little Rock,2.673,3.105,3.486,3.147
2025-01-11,Arkansas,Little Rock-North Little Rock,2.675,3.114,3.479,3.167
2025-01-12,Arkansas,Little Rock-North Little Rock,2.670,3.091,3.461,3.151
2024-01-12,Arkansas,Pine Bluff,2.709,3.151,3.623,3.652
2024-12-12,Arkansas,Pine Bluff,2.647,3.059,3.592,3.226
2025-01-05,Arkansas,Pine Bluff,2.628,3.015,3.591,3.283
2025-01-11,Arkansas,Pine Bluff,2.653,3.074,3.649,3.288
